,sent,id,tid,airline,rtag,tweet
3811,,81245,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir missed delayed flight by 1 minute. Maybe new posted time should have boarding times, not departure times. No complaint."
3812,,81246,5.60E+17,SouthWest,lW?u8x48>Tha,"For the fifth straight @SouthwestAir flight this month, the wifi is too slow to load my email. Time to stop thinking of this as â€œworkâ€ time."
3813,,81247,5.60E+17,American,lW?u8x48>Tha,@autumnsjs90 @AmericanAir That hair tho!!!! Thats why he's out there mad! HA!
3814,,81248,5.60E+17,JetBlue,lW?u8x48>Tha,Believe it or not I'm still waiting to hear back from @JetBlue. #JetBlue
3815,,81249,5.60E+17,American,lW?u8x48>Tha,@AmericanAir @robmc7227 hey. Never guess. We are going 0000.00 mph on the Tarmac at dfw.
3816,,81250,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir I Lost my number of boarding pass, please, help me."
3817,,81251,5.60E+17,United,lW?u8x48>Tha,"@united has the WORST customer service in the world. They can't answer calls or emails, how do they do with tweets?"
3818,,81252,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir please refund my wireless.  Flight 267...you charged me for Wifi and it never worked.  Please fix this...been an issues for...
3819,,81253,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist Inconvenience is the understatement of the year! And got put up in college park #ghetto #ourfirstconcernisyoursafety
3820,,81254,5.60E+17,SouthWest,lW?u8x48>Tha,"@SouthwestAir looking for deals buf to rsw, late March or early April any to be found?"
3821,,81255,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir the male flight attendant on 595 from phx to atl should be fired. Told me he checked my bag. Didn't give me anything. Bag lost
3822,,81256,5.60E+17,Delta,lW?u8x48>Tha,Glad that all these brands are being supportive of @trillballins wife issues.  Hope @DeltaAssist lets him keep the air miles
3823,,81257,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir I've been trying buy 2 tickets GDL-NYC, no luck, is there a problem with your website from Mex?"
3824,,81258,5.60E+17,American,lW?u8x48>Tha,@AmericanAir never have been late every single time on any other flight
3825,,81259,5.60E+17,American,lW?u8x48>Tha,To all followers. Avoid flying @AmericanAir @USAirways at all cost. Worst in customer service and hospitality. Company has no integrity
3826,,81260,5.60E+17,United,lW?u8x48>Tha,I am now waiting for next month to book the flight to the US by @united. I want to know what time the fuel surcharges will be changed.
3827,,81262,5.60E+17,American,lW?u8x48>Tha,Take note everyone. @AmericanAir @USAirways has given me the worst customer service which is really sad for such a huge corporation.
3828,,81263,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir signed up and have Pre Check but never get it on my boarding pass. Any idea why?
3829,,81265,5.60E+17,SouthWest,lW?u8x48>Tha,"Slow down, @SouthwestAir. A trip a month away is not ""around the corner."" I honestly couldn't figure out what the trip was for a minute."
3830,,81266,5.60E+17,American,lW?u8x48>Tha,@AmericanAir help! Delayed &amp; cancelled flights from SF to TPA. Now lost luggage somewhere in MIA. 6 service reps were NO HELP! Unbelievable
3831,,81267,5.60E+17,American,lW?u8x48>Tha,@AmericanAir experiencing any problems with your site? I have been trying to book for a few minutes and I sporadically get errors.
3832,,81268,5.60E+17,American,lW?u8x48>Tha,@americanair Having website issues?
3833,,81269,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir Scorecard for last trip. Of the 4 flight segments scheduled. On time-0, late-4, cancelled-1, missed connections-3."
3834,,81270,5.60E+17,SouthWest,lW?u8x48>Tha,Booked @SouthwestAir tix home to #ChiTown for my cousin/best friend's wedding! Can't wait for Anna to accept her final rose #TravelTuesday
3835,,81271,5.60E+17,American,lW?u8x48>Tha,"15 hours of travel today, 6 gate changes and now a lost bag. You're killing me @AmericanAir !"
3836,,81272,5.60E+17,United,lW?u8x48>Tha,@united @NY_NJairports will flights going to JFK after Wednesday be cancelled?
3837,,81273,5.60E+17,American,lW?u8x48>Tha,@AmericanAir I am waiting for someone for customer relations to call me. But emails say one thing and a person over the phone says another.
3838,,81274,5.60E+17,American,lW?u8x48>Tha,"kinda annoyed @AmericanAir  - got, more or less, an automated response to Ref#1-2839372083, misstated # of key points in my original note."
3839,,81275,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist what's with the Delta app? Not working? I'm locked out?
3840,,81276,5.60E+17,United,lW?u8x48>Tha,"@united hi, I am in san juan, PR. Im flying to UK the 29th. My flight ua1531 is ok, but my home flight ua27 is cancelled. What should I do?"
3841,,81277,5.60E+17,United,lW?u8x48>Tha,@MindyJWalk Sounds like @united. They broke my bag the last time I flew. Hope they'll compensate you but that's not likely. They're bad.
3842,,81278,5.60E+17,United,lW?u8x48>Tha,"@united lost my luggage, apparently someone might have stole it? Man this is bs. Never had a problem with @united till now."
3843,,81279,5.60E+17,American,lW?u8x48>Tha,@AmericanAir Disappointed. I'm mid flight on AA1439 &amp; the vid system still doesn't work. Crew has restarted but still can't hear the movie.
3844,,81280,5.60E+17,American,lW?u8x48>Tha,@AmericanAir upset? Not at all. I am appalled with the way your personal treats your customer. As I told you guys on DM u can refund me...
3845,,81281,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir refusing to fulfill its obligation to provide compensation under EC 261/2004 and EU Court Rules for delay on AA 41 Nov 30, 2014"
3846,,81282,5.60E+17,United,lW?u8x48>Tha,“@CHlLDHOODRUINER: this is ridiculous... no one should have to wait 458 days for their luggage http://t.co/OFrGrplpz7” @united
3847,,81283,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist lost my drivers license. VT address. Where can I check a lost and found?
3848,,81284,5.60E+17,JetBlue,lW?u8x48>Tha,Since I can't go on the booze cruise anymore I took that cash and moved it to my VEGAS flight w/ @JetBlue... Mad happy I got a bargain
3849,,81285,5.60E+17,VirginAmerica,lW?u8x48>Tha,@VirginAmerica What time do I need to drop my bags for a 11:10 pm flight delayed till 1:10am? I've checked in. Don't want to miss cut off
3850,,81286,5.60E+17,SouthWest,lW?u8x48>Tha,I think I lost my dog on one of your planes xD help me find it xD @SouthwestAir
3851,,81287,5.60E+17,American,lW?u8x48>Tha,5th flight with @AmericanAir 5th major issue. 2nd lot of lost luggage in 2 straight flights! Most incompetent airline ever!
3852,,81288,5.60E+17,JetBlue,lW?u8x48>Tha,@DawnGilbertson @azcentral @Patriots @JetBlue did any Phx  hotels cancel reservations for Mon Tues fans who couldn't fly in?
3853,,81289,5.60E+17,United,lW?u8x48>Tha,@united My lawyer wants to know who she can contact about my lost baggage. Please DM with a contact name and number.
3854,,81290,5.60E+17,American,lW?u8x48>Tha,@AmericanAir please find my missing bag!  I am only in Phoenix for a short time and I need my stuff!!
3855,,81291,5.60E+17,United,lW?u8x48>Tha,"@united it has been over the ""7-10"" days with no response actually 20 days. case 8252989"
3856,,81292,5.60E+17,SouthWest,lW?u8x48>Tha,We Landed and headed to the car. :) 29 degrees I miss Vegas already LOL @SouthwestAir http://t.co/dHgeta3jDr
3857,,81293,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir FYI still on hold #southwest #HateWaiting 😡 http://t.co/JuwPb1l2Qy
3858,,81294,5.60E+17,United,lW?u8x48>Tha,@united your international flight attendants are really really bad at what they do. #stepyourgameup
3859,,81295,5.60E+17,SouthWest,lW?u8x48>Tha,And now I know why everyone calls @SouthwestAir Southworst! #Awful #worsttravelexperience
3860,,81296,5.60E+17,American,lW?u8x48>Tha,@AmericanAir AKA the WORST airline with terrible CUSTOMER SERVICE @dani_0516
3861,,81297,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir attached my AA FF# to a US flight on 1/25, but miles credited to US. Can you help switch this to AA for elite qualifying miles?"
3862,,81298,5.60E+17,American,lW?u8x48>Tha,"I'd rather ride shitty @SpiritAirlines than @AmericanAir, but then again all that fuel ðŸ’€ I'll just fucking walk or buy a horse."
3863,,81299,5.60E+17,United,lW?u8x48>Tha,@united the fact that changing my flight is the same price as the original ticket is actually so stupid. I'll never fly with you again
3864,,81300,5.60E+17,United,lW?u8x48>Tha,@united Unhappy about ur 2015 rewards prgm! Loyal cust lose no matter how you spin it! Already short 990 miles this yr based on ur new prgm!
3865,,81301,5.60E+17,United,lW?u8x48>Tha,@JoeyGattoTV @united united sucks fam
3866,,81302,5.60E+17,United,lW?u8x48>Tha,@JoeyGattoTV @united American in America are terrible
3867,,81303,5.60E+17,United,lW?u8x48>Tha,@JoeyGattoTV @united UNITED U SUCK GOVE JOEY HIS MONEY BACK PR SOMETHING HE IS KING BOW DOWN RO HIM
3868,,81304,5.60E+17,American,lW?u8x48>Tha,My flights got changed and @AmericanAir took the MD-80 off my route. It's why I chose those times of day. I'm missing stuff for nothing.
3869,,81305,5.60E+17,United,lW?u8x48>Tha,@JoeyGattoTV @united lol way to suck United
3870,,81306,5.60E+17,AlaskaAir,lW?u8x48>Tha,Hey @VirginAmerica waiting 30 minutes to get our bags from baggage sucks. At least @AlaskaAir would have comped us by now
3871,,81307,5.60E+17,VirginAmerica,lW?u8x48>Tha,Hey @VirginAmerica waiting 30 minutes to get our bags from baggage sucks. At least @AlaskaAir would have comped us by now
3872,,81308,5.60E+17,Delta,lW?u8x48>Tha,Shame on @Delta @DeltaAssist yet again demonstrating they're not able to train employees on rights of #breastfeeding moms like @exilauren
3873,,81309,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist I had an issue with my baggage today and it was very upsetting. Why did this happen?
3874,,81310,5.60E+17,AlaskaAir,lW?u8x48>Tha,@AlaskaAir still waiting on my free flight from when u lost all my stuff for a week...
3875,,81311,5.60E+17,American,lW?u8x48>Tha,@AmericanAir Just got charged a $35 airport ticketing fee because your system screwed up and didn't ticket my AAdvantage res automatically.
3876,,81312,5.60E+17,American,lW?u8x48>Tha,@AmericanAir worst service in years!!!  feed ya booze then throw unoff the plane.   u want the video?
3877,,81313,5.60E+17,United,lW?u8x48>Tha,Any word on status of delay for @united 197?  Mechanical? #whenwillweleave
3878,,81314,5.60E+17,United,lW?u8x48>Tha,@united they never solve problems only create more.  Cancelled flight because of mechanical problems is somehow my fault?  Go figure.
3879,,81315,5.60E+17,United,lW?u8x48>Tha,"@United is flight 49, BOM to EWR delayed or not?  Got text that said was, status on web says it is, but called and was told it wasn't."
3880,,81316,5.60E+17,VirginAmerica,lW?u8x48>Tha,@VirginAmerica LAX lounge staff were beyond amazing tonight -- so patient &amp; kind despite staying later to accommodate delayed flight!
3881,,81317,5.60E+17,United,lW?u8x48>Tha,"17days left until my flight. Customer Service 1st contacted in Nov. After hours of calls, 4 late emails &amp; DM w/ @united, NOTHING resolved."
3882,,81318,5.60E+17,United,lW?u8x48>Tha,@united please can you explain your lost luggage procedure? When a case goes missing what do you actually do about it???
3883,,81319,5.60E+17,United,lW?u8x48>Tha,@united are your planes on LHR to SFO definitely 747 in June? Booked to go but hearing bad reports about your economy service
3884,,81320,5.60E+17,United,lW?u8x48>Tha,Usually a big fan of @united but really disappointed how their 1K desk just handled a flight booking to Barcelona! Waste of 4 hours
3885,,81322,5.60E+17,JetBlue,lW?u8x48>Tha,"At JFK waiting to go to FL. So far, surprisingly empty here. Fingers crossed @JetBlue"
3886,,81323,5.60E+17,American,lW?u8x48>Tha,Bad start to first @British_Airways flight in years (usually fly VA) can't upgrade cabin @ LHR because its a codeshare w/ @AmericanAir #fail
3887,,81324,5.60E+17,United,lW?u8x48>Tha,"Got stuck in o'hare last night. No help from @United on hotel, food....and won't be home for 10 hours more. Not #flyunited, #neverflyunited"
3888,,81325,5.60E+17,JetBlue,lW?u8x48>Tha,Just an FYI @JetBlue it looks like I may be running a little late for my 7am flight can someone pls let the captain know I'm coming. Thx
3889,,81326,5.60E+17,American,lW?u8x48>Tha,@AmericanAir flight delay. Staff complaining about co-workers &amp; rude to us. Zero flight information.  Very frustrated &amp; up since 4am. #XNA
3890,,81327,5.60E+17,American,lW?u8x48>Tha,@AmericanAir 797 not a last min cancellation but a breakdown in process. Monitors showed cancelled but the Rep at the counter said it was on
3891,,81329,5.60E+17,United,lW?u8x48>Tha,@united why ru doing everything possible 2 make my canceled flight w a toddler WORSE?! Looka like @JetBlue is where 2b 😭❄️✈️#noplacelikehome
3892,,81331,5.60E+17,American,lW?u8x48>Tha,@AmericanAir are there plans for wifi on the new E175s? Seems like a miss for #RepublicAirlines given the marketing
3893,,81332,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir Yeah after being hung on twice and over 40 minutes on hold -_-
3894,,81333,5.60E+17,Delta,lW?u8x48>Tha,#TSAPrecheck @LAX @DeltaAssist closed what a poor customer experience at 5am #CX #Fail
3895,,81334,5.60E+17,United,lW?u8x48>Tha,The plane made it to #EWR. BUT the jet bridge is frozen. @united. Seems like that should be on someone's morning checklist. #fail
3896,,81335,5.60E+17,JetBlue,lW?u8x48>Tha,@jetblue You have always been quick to respond to me.. Can you DM me a rep I can speak with re: large group issue? No complaints. Just love!
3897,,81336,5.60E+17,JetBlue,lW?u8x48>Tha,the @JetBlue website never finds my flights and i want to choose window seats -___- haha
3898,,81338,5.60E+17,JetBlue,lW?u8x48>Tha,"Oh @JetBlue how I miss you... Options on my flight this morning: ""orange juice or water?"" said harshly. No snacks. No Coffee. #IBleedBLUE."
3899,,81339,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue No email confirmation that my flight has been cancelled? Awesome, really. Definitely going to give you my money again."
3900,,81340,5.60E+17,Delta,lW?u8x48>Tha,"@DeltaAssist I'm trying to change my flight on the online, but It shows up a problem message 101621. what should I do? what's the problem?"
3901,,81342,5.60E+17,United,lW?u8x48>Tha,so impressed w/ the @united app...it's made traveling this week such a breeze despite all the weather related issues
3902,,81343,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir We're flying #SouthwestAirlines to Newark #EWR today. Burbank to Denver to Newark. Are you cancelling flights into EWR?
3903,,81344,5.60E+17,American,lW?u8x48>Tha,My bag is 11 square inches and @AmericanAir would not let me carry it on board. Never flying this horrible airline again.
3904,,81345,5.60E+17,United,lW?u8x48>Tha,"On wait (at @United Club in Chicago, IL) https://t.co/qHs3Dv5hRs"
3905,,81346,5.60E+17,AlaskaAir,lW?u8x48>Tha,First class to Oakland. It's been awhile. Missed this great service @AlaskaAir ❤️✈️
3906,,81347,5.60E+17,SouthWest,lW?u8x48>Tha,Why are the funny flight attendants never on my flights @SouthwestAir? I just get #screamingchildren on #flight32 from #mci to #bna
3907,,81348,5.60E+17,American,lW?u8x48>Tha,@AmericanAir Is your mobile and online app down? I checked into a flight yesterday and now I have no flight scheduled for today?
3908,,81349,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue thx for getting my daughter home safe before the storm. Switched flights w ease on Monday.
3909,,81350,5.60E+17,American,lW?u8x48>Tha,Specific mentions for non-performance of @AmericanAir #MiamiAirport #ZorabelDilone 'no service -no interpersonal empathy' Cust. Serv Mangr
3910,,81351,5.60E+17,United,lW?u8x48>Tha,United Airlines @United had major problems at Dulles on 25 Jan. Are poor #leadership and discipline at fault? http://t.co/LePJXasaQO
3911,,81352,5.60E+17,United,lW?u8x48>Tha,"@mkrupnic @united I was on this new layout the other day, it sucks."
3912,,81353,5.60E+17,American,lW?u8x48>Tha,@AmericanAir  come on now looking at a 30 minute delay on 1178 because we are waiting on catering? Shame @lsgskychefs
3913,,81354,5.60E+17,American,lW?u8x48>Tha,@AmericanAir I need help with a ticket! wifes flight has been delayed and i want to try to get her on an earlier flight is possible-pls help
3914,,81355,5.60E+17,American,lW?u8x48>Tha,"Wait, you own a $419 rollaboard? @HarrisonEarl @AmericanAir"
3915,,81356,5.60E+17,SouthWest,lW?u8x48>Tha,Quintana Roo #Mexico (#Cancun #cozumel) eff 2/1/2015 is on Eastern Time until 4/4/2015 don't miss your @Delta @SouthwestAir flights!
3916,,81357,5.60E+17,JetBlue,lW?u8x48>Tha,Why didn't I check my flight status before leaving the hotel?! #delayed #iwannagohome @JetBlue
3917,,81358,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir Third flight in three days and I missed my connection due to American issue and called Customer Service no apologies, nothing."
3918,,81359,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir lost baggage, and no news about location. No help from baggage number..what to do?"
3919,,81360,5.60E+17,United,lW?u8x48>Tha,@mountain_goats @united Holy shit.
3920,,81362,5.60E+17,VirginAmerica,lW?u8x48>Tha,"@VirginAmerica After flying United last week..I cant wait to get back on your airline ! Overbooked, crazy baggage fees...not fun at all."
3921,,81364,5.60E+17,Delta,lW?u8x48>Tha,@deltaassist - flew rdu-ATL-cdg-Lin in business class. Bags have been lost &amp; I have nothing. It's freezing here. How much $$ can I spend?!
3922,,81365,5.60E+17,American,lW?u8x48>Tha,@AmericanAir has hung up on me twice so far today before I could even talk to a representative.  #CustomerServiceFAIL
3923,,81366,5.60E+17,JetBlue,lW?u8x48>Tha,.@JetBlue Never Again...
3924,,81367,5.60E+17,JetBlue,lW?u8x48>Tha,"@jetblue Im trying to buy more points, that page on the side is no more. On hold on the phone as well. *sigh*"
3925,,81368,5.60E+17,United,lW?u8x48>Tha,@VintageBeefLP @united isn't one of my customers but there are sometimes circumstances which the FAA deems necessary to delay flights.
3926,,81369,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir 100,000 miles were stolen from my AA account on 12/22.  Why am i still waiting for AA Corp Security to get back with me?"
3927,,81371,5.60E+17,American,lW?u8x48>Tha,Horrendous customer service 4m @AmericanAir Extra bag fees+Lost Luggage+Old Planes+Passing blame= #AA Go 2 @Delta instead #neveragain #upset
3928,,81372,5.60E+17,United,lW?u8x48>Tha,@united going to miss my connecting flight because we can't get an open gate at #LAX!
3929,,81373,5.60E+17,SouthWest,lW?u8x48>Tha,Having the worst travel day ever until I met Darleen @SouthwestAir at LGA in NY. Agents like her keep me loyal to SWA. #A-ListPreferred
3930,,81374,5.60E+17,American,lW?u8x48>Tha,"Sorry, @AmericanAir , totally cynical refund policy: only to booked passenger and not to who paid, completely bogus. #fail"
3931,,81375,5.60E+17,American,lW?u8x48>Tha,@AmericanAir Solving problems would be not robbing customers of $200 to change a ticket.
3932,,81376,5.60E+17,American,lW?u8x48>Tha,I've never had a cc more frustrating than @AmericanAir @MasterCard Thinking about getting one? Don't. Signing in shouldn't be this difficult
3933,,81377,5.60E+17,American,lW?u8x48>Tha,@AmericanAir just got bumped from my upgrade due to a delay from dallas2mia.
3934,,81378,5.60E+17,United,lW?u8x48>Tha,".@united is one of the worst,  most flights you'll take.  Beware"
3935,,81379,5.60E+17,United,lW?u8x48>Tha,".@united this deal and was not corrected, so I must have just got a copy-paste response to my after waiting a week for a response. Was [2/?]"
3936,,81380,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir Your FLL check in area atrocious! Kiosks are out of paper. No personnel to help. Why so different a system than BWI?
3937,,81381,5.60E+17,American,lW?u8x48>Tha,@AmericanAir Trying to book a flight and got set up for a callback. still waiting after the timeframe passed
3938,,81382,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir why do you hate my friend @_matthewmartin at least take him out to dinner first.  My god.
3939,,81383,5.60E+17,United,lW?u8x48>Tha,That's what you get for flying @United RT @MeninistTweet: No one should have to wait 458 days for their luggage http://t.co/Nh2C7yk0iT
3940,,81385,5.60E+17,United,lW?u8x48>Tha,@united very upset about not being able 2 xtend a Global upgrade. Was 2 be used on a flight that was canceled due to weather. Bad Policy.
3941,,81386,5.60E+17,American,lW?u8x48>Tha,Yes RT @AmericanAir: ‘I like being a problem solver and having my customers walk away happy…’  #GoingForGreat #AATeam http://t.co/MPKDkG54Qx
3942,,81387,5.60E+17,United,lW?u8x48>Tha,"Oh, @united. First my #Dreamliner flight is cancelled and now the plane I'm on has to be de-fueled?  Please just get me safely to SFO"
3943,,81388,5.60E+17,American,lW?u8x48>Tha,"Hey @AmericanAir, is there seriously a 25 minute wait to speak to a reservation agent?"
3944,,81389,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue I need help switching my seat for a flight for tomorrow without being charged. Please contact me directly
3945,,81390,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist I'd like an ATL gate pass to meet my nephew.  He's never flown and has a physical disability.  I have Pre-Check.
3946,,81391,5.60E+17,American,lW?u8x48>Tha,@AmericanAir your elite program is one of the worst loyalty programs in the industry. Why do you have to charge to do a challenge?
3947,,81392,5.60E+17,American,lW?u8x48>Tha,"So, now @AmericanAir calls me with a status update on my lost baggage and claim from nearly a month ago?"
3948,,81393,5.60E+17,United,lW?u8x48>Tha,@united My 800$+ Ticket = Engine failure in flight with an emergency landing and a 10Hr Delay - Got 75$ compensation CaseID 8621967 #United
3949,,81394,5.60E+17,VirginAmerica,lW?u8x48>Tha,"@VirginAmerica your website is the worst. Cant do basic things like add address for a credit card. 97214 zip IS actually in Oregon, you know"
3950,,81395,5.60E+17,American,lW?u8x48>Tha,@carobini @AmericanAir my missus has been waiting over a month for a reply now
3951,,81396,5.60E+17,United,lW?u8x48>Tha,@united Help!  Just just an email that flight was cancelled. Confirmation #0oB37h.  UA 1734. But my flight is UA 1492. Please advise ASAP!
3952,,81397,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist 1/2 Outbound flight got canceled and rebooked day before I'm supposed to return. Not worth traveling. So I cancelled outbound..
3953,,81398,5.60E+17,American,lW?u8x48>Tha,"Another day, another devaluation of @united  Mileage Plus. Glad I switched to @AmericanAir"
3954,,81399,5.60E+17,United,lW?u8x48>Tha,"Another day, another devaluation of @united  Mileage Plus. Glad I switched to @AmericanAir"
3955,,81401,5.60E+17,SouthWest,lW?u8x48>Tha,I will hopefully never fly @SouthwestAir again. 3 cancelled flights over 2 days and then an hour delay. #NeverAgain #NoteToMyself #NotHappy
3956,,81402,5.60E+17,United,lW?u8x48>Tha,Weird that @United didn't let a lady with a tiny baby in a stroller board earlier than group 4. That'll slow us down!
3957,,81403,5.60E+17,SouthWest,lW?u8x48>Tha,Seat saving on @SouthwestAir is ridiculous. Should be outlawed.
3958,,81404,5.60E+17,JetBlue,lW?u8x48>Tha,Puerto Rico I am coming. Can't wait to fly out @JetBlue  can't wait to have your blue chips :)
3959,,81405,5.60E+17,American,lW?u8x48>Tha,Standing &amp; waiting for luggage in Miami now 30 mins so far @AmericanAir #1338
3960,,81406,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir missing your flight into EYW. Flying the other carriers is the pits.  Wasted hrs @ MIA. Pls reconsider this route.
3961,,81407,5.60E+17,SouthWest,lW?u8x48>Tha,â€œ@MattMackowiak: @SouthwestAir DCA-DAL inexplicably cancelled two hours before scheduled.â€ #myRTlife
3962,,81408,5.60E+17,American,lW?u8x48>Tha,@AmericanAir very poor customer service. Flt 1445 delayed due to not being towed to hate in time. Equip been here since Monday.
3963,,81409,5.60E+17,United,lW?u8x48>Tha,@WandrMe @united not sure what they did... I am sure it screws the passenger. #globalservices
3964,,81410,5.60E+17,American,lW?u8x48>Tha,Worst traveling experience with @AmericanAir #horrible staff #MIA
3965,,81413,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir Flight #1640.First canceled on Wednesday. Then delayed by 45 minutes. Now motors problem, we might go back to the gate.#NeverAA"
3966,,81414,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue Not a bad way to watch the sunrise! Thanks for the ride!
3967,,81415,5.60E+17,United,lW?u8x48>Tha,"@united I really like to hear from somebody, that you #United really care about situation and no sent the people to the web. #UnitedLAX suck"
3968,,81416,5.60E+17,VirginAmerica,lW?u8x48>Tha,"@VirginAmerica Had issues booking DAL-DCA. Seemed to work, but didn't get seats we'd booked ($30 upgrade). Thoughts? http://t.co/kLDCzBZ5Lo"
3969,,81417,5.60E+17,American,lW?u8x48>Tha,@AmericanAir   Now 230 days since AA's first contact.   50 days no response since my last email.  #wheresmymoney  #slowcustomerservice
3970,,81418,5.60E+17,American,lW?u8x48>Tha,"Hey @AmericanAir, I’ve waited over 30 minutes on hold with Reservations only to then be transferred to another department and still on hold!"
3971,,81419,5.60E+17,United,lW?u8x48>Tha,United....#CroninsCrew @TMichaelCronin: @united I'd miss you guys too. We'll stay together ;)
3972,,81420,5.60E+17,United,lW?u8x48>Tha,"@united look into what I've asked. You guys are the worst airline, by far. Still stranded inside a plane with a 1-year-old baby. #NeverAgain"
3973,,81422,5.60E+17,United,lW?u8x48>Tha,@united it is impossible to get through to an agent. I tried calling daily and the wait times were too long. Horrible customer service.
3974,,81423,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir get your shit together, I just need a reservation change. I have an angry boss waiting for me to change this for him."
3975,,81424,5.60E+17,American,lW?u8x48>Tha,@AmericanAir Are flights still getting cancelled at JFK?
3976,,81425,5.60E+17,American,lW?u8x48>Tha,S/o to @AmericanAir for being by far the worst airline and customer service I've ever experienced in my 20 years of living. #realtalk
3977,,81427,5.60E+17,SouthWest,lW?u8x48>Tha,"@SouthwestAir, why suggest that I switch flights, and then steal my EarlyBird boarding? It's paid for, honor it!  #SWAbadservice #noLUV"
3978,,81428,5.60E+17,JetBlue,lW?u8x48>Tha,flight is to depart at 1230 and it's now 1232 and we haven't boarded why won't customer service admit it's delayed. very poor CS.  @JetBlue
3979,,81429,5.60E+17,Delta,lW?u8x48>Tha,"@DeltaAssist argh, why can i never use my upgrade certificates? 4 certificates that will expire since i can't use them. too late for miles?"
3980,,81430,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir stranded in Manaus, Brazil. 3rd flight delay in 24 hours......... whats up......."
3981,,81431,5.60E+17,American,lW?u8x48>Tha,@AmericanAir ok your service in Jackson MS beyond sucks! Get help!
3982,,81432,5.60E+17,United,lW?u8x48>Tha,@united way to cancel the first day of my friend's trip THEN tell him you can't add a day without him paying a $200 change fee #custserv
3983,,81433,5.60E+17,American,lW?u8x48>Tha,.@AmericanAir If you didn't make checking bags so $$$ or could get bags to the carousel faster you wouldn't have issues with bin space
3984,,81434,5.60E+17,United,lW?u8x48>Tha,"Hi @united, any problems expected tomorrow evening at IAH? My flight to SAN is scheduled to leave at 5.43 PM. #Juno"
3985,,81435,5.60E+17,VirginAmerica,lW?u8x48>Tha,"@VirginAmerica Love flying Virgin SFO - LAS, first class all the way &amp; tell everyone who will listen to not bother with UAL or AA."
3986,,81436,5.60E+17,American,lW?u8x48>Tha,"@jeremystanley so basically, what @AmericanAir just said is, ""Come on over. We won't screw you like @Delta does!"""
3987,,81437,5.60E+17,United,lW?u8x48>Tha,@united after several tries to book a reservation online and through the 1k desk I was finally able to book flight IXH0D6 - wasted 4 hours
3988,,81438,5.60E+17,American,lW?u8x48>Tha,Hey @americanair Been trying to book award travel for 3 days now to no avail and customer service is awful. What gives?
3989,,81439,5.61E+17,American,lW?u8x48>Tha,Never in a million years would I ever fly @AmericanAir EVER again. Worst service in the history of airlines. #getmehome #boston
3990,,81440,5.61E+17,American,lW?u8x48>Tha,"Ahhh go figure, another delayed flight with @AmericanAir !! This makes the last 11 flights in a row with a delay. #yousuck #changing"
3991,,81441,5.61E+17,United,lW?u8x48>Tha,@united ua1621 first flight of the day and delayed for maintenance. How many flights per day does this affect Uniteds fleet?
3992,,81442,5.61E+17,AlaskaAir,lW?u8x48>Tha,And she does it again! Showed up at the airport and found out I actually leave tomorrow! Oops..but thank you @AlaskaAir for helping me!
3993,,81443,5.61E+17,United,lW?u8x48>Tha,http://t.co/emtskaiYCT @British_Airways new frequent flyer rules are ridiculous. Complete disregard for 90% of their customers. Fly @united
3994,,81444,5.61E+17,American,lW?u8x48>Tha,@AmericanAir extremely disappointed with my AA2395 flight from MIA to LGA. Gate change 1.5 hours before flight and 74 min delay and counting
3995,,81445,5.61E+17,American,lW?u8x48>Tha,@AmericanAir on hold with customer relations for 56 minutes only to be hung up on and sent an email!  terrible.
3996,,81446,5.61E+17,American,lW?u8x48>Tha,@British_Airways totes just lost my loyalty with their regressive changes to #ExecutiveClub. On to @Virgin @AmericanAir. #BritishAirwaysfail
